-0.450708479,7.767987251,2.504933596,0.19883664,0.01740966,0.016187929,272.6937561,22.60362244,355.428833,1427797754226.00
-0.551264942,7.858368397,2.676118851,0.191811681,0.014355334,0.016798794,272.6863403,22.483675,355.4564514,1427797754236.00
-0.502782345,8.028356552,2.771288395,0.222354949,0.005192355,0.041844271,272.2905273,22.33196259,355.4640503,1427797754247.00
-0.347159237,8.259397507,2.93529129,0.262672067,-0.007635816,0.09437868,272.3026123,22.17643547,355.4416809,1427797754256.00
-0.064044893,8.544307709,3.08672452,0.302989155,-0.023823744,0.154548913,272.3431091,21.95497131,355.3467102,1427797754266.00
0.230441913,8.80766964,3.105878115,0.354912698,-0.05222898,0.207083315,272.3806763,21.77457619,355.2555542,1427797754276.00
0.402225882,8.948328972,2.978386879,0.427300245,-0.091018923,0.230296195,271.9261475,21.43451118,355.0640259,1427797754286.00
0.400430232,9.027337074,3.016095638,0.501520395,-0.143247902,0.230296195,271.972229,21.18975258,354.9508057,1427797754297.00
0.477643251,9.114726067,3.223194122,0.528703868,-0.207388744,0.228158176,272.0396729,20.85956764,354.7789917,1427797754306.00
0.734421372,9.304466248,3.528454781,0.517097414,-0.270307869,0.23335053,272.108429,20.56861687,354.5965881,1427797754316.00
1.084573388,9.48044014,3.687070608,0.461203247,-0.290771842,0.262061179,272.1953125,20.28334618,354.3565979,1427797754326.00
1.3772645,9.688735962,3.762487888,0.405003667,-0.302072853,0.291993588,272.1535645,20.05973434,354.1107178,1427797754336.00
1.550844193,10.06941414,3.71639967,0.373544097,-0.279776275,0.29962939,272.2633667,19.78492928,353.7955933,1427797754348.00
1.397615194,10.88404083,3.505111217,0.324674875,-0.237626582,0.283441484,272.3298645,19.59758377,353.6008606,1427797754356.00
1.397615194,10.88404083,3.505111217,0.324674875,-0.237626582,0.283441484,272.3298645,19.59758377,353.6008606,1427797754367.00
0.144849196,12.34570122,1.852513552,0.234572262,-0.068111472,0.204945296,272.4056702,19.08289146,353.3737183,1427797754376.00
-0.010773907,12.28404999,0.875679255,0.217468023,0.04062254,0.156686932,272.4116516,18.7699604,353.3604126,1427797754386.00
0.524330199,12.30080986,0.574608386,0.116675265,0.098043874,0.156992361,272.2971802,18.51175117,353.3344421,1427797754396.00
1.183334231,12.58152962,1.208473325,-0.00702495,0.067195177,0.174707457,272.3270264,18.34692574,353.2422791,1427797754407.00
1.851316452,12.79042435,3.080140591,-0.424245924,0.043676864,0.195782304,271.9827881,18.50298309,353.1024475,1427797754416.00
2.41455245,12.74613094,5.182249546,-0.97371918,0.060170226,0.162795588,272.0439148,19.1561718,352.9176331,1427797754426.00
2.482787132,12.68507957,6.789956093,-1.462105989,0.208305046,0.092546083,271.9563599,20.09591293,352.7967224,1427797754436.00
2.245162725,12.40495777,8.175002098,-1.732719302,0.482888967,-0.007635816,271.9463806,21.56289482,352.8026428,1427797754447.00
2.00993228,11.92432117,8.793902397,-1.745547414,0.785878122,-0.083383106,271.9067383,22.66215706,352.8957214,1427797754456.00
1.935113549,11.31379986,8.62211895,-1.528079391,0.989907146,-0.077274457,271.8181152,23.89529991,353.0974731,1427797754466.00
2.099714994,10.78528023,8.182783127,-1.133765936,1.041830659,0.020158553,271.5795593,24.76465988,353.2399292,1427797754476.00
3.034052134,10.48600483,8.417414665,-0.476169467,0.345444292,0.26664269,271.6305237,25.8816967,353.0506287,1427797754492.00
3.034052134,10.48600483,8.417414665,-0.476169467,0.345444292,0.26664269,271.6305237,25.8816967,353.0506287,1427797754496.00
3.639785051,10.33397293,8.630498886,-0.171042264,0.060170226,0.405919969,271.8045654,26.1898098,352.6441345,1427797754507.00
4.080916882,10.18074417,8.509591103,0.004581489,-0.401033044,0.459065229,271.84729,26.34711075,352.1044922,1427797754516.00
4.258686066,9.98801136,7.924209118,0.075136423,-0.569326401,0.408363402,272.1347656,26.39032936,351.4255981,1427797754526.00
4.253299236,9.697713852,6.989871979,0.084910266,-0.466701061,0.291688144,271.9634399,26.42365074,351.0265503,1427797754536.00
4.025251389,9.258378029,5.94659853,0.079412483,-0.222965822,0.142942473,272.0985718,26.41187286,350.7227478,1427797754546.00
3.618835926,8.760383606,5.146934986,0.068722337,0.01038471,-0.00702495,271.9769897,26.40658569,350.6091003,1427797754556.00
3.299808502,8.382100105,4.13239193,0.079107046,0.135306656,-0.121867619,271.953949,26.36990166,350.6221619,1427797754566.00

