Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
0.578199685,-6.652887821,2.421136379,0.257572651,0.796355844,0.682084143,189.0597839,84.33140564,121.365921,1.41677E+12
1.565807939,-8.450933456,2.764704466,0.343399227,0.371804476,0.816474497,208.4900055,86.31575775,101.9150162,1.41677E+12
1.185129881,-10.98818874,2.889801502,0.422200859,0.06820444,0.828386366,246.467453,87.3356781,63.91155624,1.41677E+12
0.095768064,-13.18965721,2.30262351,0.4994753,-0.11047364,0.766078115,271.08255,86.7009964,39.6164856,1.41677E+12
-0.064044893,-13.94742203,1.728613615,0.636614561,-0.174309045,0.670477748,281.7328796,86.26235962,28.93579292,1.41677E+12
-0.37229836,-13.24831486,1.346738458,0.849195659,-0.183472037,0.523259163,285.8776245,85.78588104,24.76588821,1.41677E+12
-0.121505737,-11.58434486,-1.732803464,1.074910402,-0.271436632,0.31556502,279.4889526,87.08476257,31.20901871,1.41677E+12
-0.912789404,-10.45128918,-2.990357876,1.17509234,-0.135213703,0.109703429,250.7643738,87.95330048,60.29135132,1.41677E+12
-1.846528053,-9.703101158,-1.711854219,0.991221845,0.451827824,-0.050648689,214.8522491,87.43784332,96.61746216,1.41677E+12
-1.18752408,-8.623315811,-0.026934769,0.991221845,0.451827824,-0.050648689,214.8522491,87.43784332,96.61746216,1.41677E+12
-1.129464626,-8.242637634,-0.117914431,0.676320791,1.440513253,0.004634604,212.7993927,86.53350067,99.03659058,1.41677E+12
-0.977432847,-8.07324791,0.59436059,0.713583529,1.488160729,0.041286521,223.7713928,86.29381561,88.55249786,1.41677E+12
-0.393846184,-8.176198959,0.182557881,0.750540912,1.391338587,0.069386326,223.0911102,86.3457489,89.58444977,1.41677E+12
0.04129998,-8.429385185,0.153228909,0.749319196,1.213882208,0.115812078,229.6654358,86.6499939,83.34359741,1.41677E+12
-0.20290859,-9.135076523,-0.322020143,0.705336869,1.134164333,0.133832604,225.6238098,86.86293793,88.52158356,1.41677E+12
-0.075417355,-9.579799652,-0.122104287,0.647915542,1.105759025,0.181480095,226.286499,87.10274506,89.00082397,1.41677E+12
0.876876354,-10.13226128,-0.05925649,0.592937648,1.037342072,0.260281712,225.1650848,87.89707947,90.83190918,1.41677E+12
1.190516829,-10.51952362,-0.511162043,0.592937648,1.037342072,0.260281712,219.1137085,88.7671051,96.85264587,1.41677E+12
0.894832909,-10.39981365,-1.051054597,0.581636667,0.919445157,0.25936541,165.1041412,88.91664124,152.6668396,1.41677E+12
0.846350312,-9.980229378,-1.175553083,0.587134421,0.903868079,0.24439922,137.6107483,88.70956421,180.4888,1.41677E+12
0.918176353,-9.702502251,-1.173757434,0.578276932,0.872103095,0.258754551,122.7203751,87.94681549,196.0602722,1.41677E+12
1.062427044,-9.507973671,-0.995987892,0.55414772,0.807656825,0.281661987,112.463562,87.6155014,206.7579956,1.41677E+12
1.170166135,-9.461286545,-0.773327172,0.537043512,0.75634414,0.341832221,106.0409088,87.00879669,213.5495453,1.41677E+12
1.3760674,-9.485228539,-0.714669228,0.552315116,0.632949352,0.389479697,98.72623444,86.60765076,221.2123718,1.41677E+12
1.507748485,-9.564835548,-0.511162043,0.591410518,0.484203666,0.431018561,91.86748505,86.05925751,227.6343079,1.41677E+12
1.44968915,-9.631275177,-0.40880993,0.620121181,0.347675294,0.466448724,86.04914093,85.74766541,233.4485779,1.41677E+12
1.160589218,-9.730634689,-0.41060558,0.645472109,0.23802498,0.476222575,83.43441772,85.458992,236.0032349,1.41677E+12
0.775721371,-9.832986832,-0.565031588,0.645472109,0.23802498,0.476222575,81.23893738,85.65512085,238.2194824,1.41677E+12
0.278924495,-9.874884605,-0.417189658,0.714805305,0.072480492,0.449344516,85.13925171,85.57600403,234.7459717,1.41677E+12
-0.380079508,-9.953294754,-0.390254885,0.688843489,0.00864508,0.42643705,94.04843903,86.25241852,226.1954346,1.41677E+12
-0.638653278,-9.973646164,-0.512359142,0.64852643,0.006507047,0.430713117,101.57444,86.93331146,219.0954437,1.41677E+12
-0.459686726,-9.851541519,-0.257975221,0.630811334,0.04285353,0.458202064,108.381958,87.2615509,212.2984619,1.41677E+12
-0.477044702,-9.974843025,-0.392649084,0.616455972,0.045296989,0.493632227,117.2408829,87.57601929,203.4844055,1.41677E+12
-0.539892495,-10.10831928,-0.412401229,0.584690988,0.026971035,0.521426618,128.2971649,87.74163818,192.8839722,1.41677E+12
-0.050278235,-9.770138741,0.538695395,0.555674911,0.075229391,0.583429456,129.7984467,88.36853027,191.4517517,1.41677E+12
