Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
-5.199607372,-10.09156036,0.822408259,-1.682229877,-0.6196298,-1.048191667,211.9789886,88.56060028,108.075592,1.41677E+12
-5.963956356,-9.981427193,0.406415731,-1.84655261,-0.667277336,-1.012150645,228.8367157,85.57600403,91.83609009,1.41677E+12
-6.284181118,-11.34073448,0.66858083,-1.949788809,-0.788839519,-0.955034733,229.6499023,83.02225494,91.51583862,1.41677E+12
-6.320692539,-11.65317822,2.561795712,-2.091204166,-0.859089017,-0.897002459,239.9966888,80.27896118,81.75100708,1.41677E+12
-6.211157799,-11.35749435,3.144185305,-2.223762035,-0.724698663,-0.83347249,242.8581238,78.33731842,79.12944794,1.41677E+12
-5.827486992,-11.40837097,2.375646591,-2.16114831,-0.341991574,-0.76902622,246.6663055,76.22426605,75.47923279,1.41677E+12
-5.05595541,-11.59332275,1.888426542,-1.969947457,0.215422958,-0.708245158,246.2224274,75.20263672,75.49133301,1.41677E+12
-3.185485363,-11.74236202,0.621295333,-1.76042068,0.767950594,-0.680145323,246.2408752,74.99619293,75.27908325,1.41677E+12
-1.507748485,-11.93449688,-1.273715258,-1.532567859,1.274357915,-0.693889797,240.1722107,76.38259888,81.12377167,1.41677E+12
-0.231040463,-12.49294472,-2.726995707,-1.369772315,1.816500783,-0.718935251,236.3448792,77.53324127,84.56242371,1.41677E+12
0.622492433,-12.24933434,-4.408323765,-1.29524672,2.220282555,-0.726265669,222.1212006,79.32436371,98.24595642,1.41677E+12
2.636614561,-12.16074944,-3.541024208,-1.285778284,2.305192947,-0.667011738,209.8569031,81.23735809,110.4386978,1.41677E+12
4.491522312,-12.03984165,-2.122459888,-1.299828291,1.987237573,-0.627000034,192.6782532,83.56900787,128.010376,1.41677E+12
4.374804974,-11.68310547,-2.260725021,-1.287610888,1.623161912,-0.608063221,171.7483826,84.93093872,149.1360779,1.41677E+12
2.430114746,-11.11867237,-2.483984232,-1.250653625,0.776808143,-0.675869286,151.4439392,84.52145386,169.9456787,1.41677E+12
1.657386184,-9.901819229,-1.499368787,-1.245155811,0.215422958,-0.694806099,141.4763947,84.26485443,179.8679352,1.41677E+12
0.976834297,-8.84597683,-0.413598329,-1.296163082,-0.215237021,-0.583934069,137.3194275,84.48228455,184.098526,1.41677E+12
0.438737452,-8.030152321,-0.10115502,-1.335258365,-0.698431432,-0.486195624,135.0052795,84.62870026,186.3618774,1.41677E+12
0.187944829,-7.543530941,-0.365115762,-1.323957443,-1.106794834,-0.444045901,134.3654327,84.71472168,187.0054779,1.41677E+12
-0.308253467,-7.029974937,-0.617704034,-1.282418609,-1.338007331,-0.42144388,137.5772095,85.12162781,183.4292603,1.41677E+12
-0.542885244,-6.595427036,-0.983418345,-1.240268826,-1.485836744,-0.419611275,140.1725006,84.50348663,180.813446,1.41677E+12
-0.741603971,-6.439205647,-1.470039845,-1.201173544,-1.620837927,-0.411364615,144.3833923,84.0124054,176.2084656,1.41677E+12
-0.9648633,-6.748656273,-1.924938202,-1.145890236,-1.6862005,-0.399147332,148.2944336,83.19971466,171.7539063,1.41677E+12
-1.251568913,-7.153275967,-1.939303398,-1.06678319,-1.638858438,-0.39303869,153.1433105,82.46115112,166.9170074,1.41677E+12
-1.428141356,-7.420828342,-2.062006235,-0.981872916,-1.496526837,-0.36982578,155.9382935,81.50325775,163.2324982,1.41677E+12
-2.136226416,-8.338405609,-2.136825085,-0.90429306,-1.27722621,-0.338060796,160.9653625,80.72097778,156.8374329,1.41677E+12
-1.565807939,-8.260594368,-1.325190663,-0.811746955,-1.028909564,-0.285220951,163.0585938,80.21608734,154.3411713,1.41677E+12
-1.856104851,-8.196549416,-1.611297727,-0.680716395,-0.814801276,-0.215276867,166.9468689,79.85308838,149.5976563,1.41677E+12
-1.802235365,-8.186972618,-2.131438017,-0.511506677,-0.679800034,-0.190842271,167.499939,78.97421265,148.5452423,1.41677E+12
-0.565031588,-8.139687538,-2.613869667,-0.116887733,-0.523113132,-0.081497386,163.7415466,77.96100616,150.7664337,1.41677E+12
0.209492654,-8.244433403,-2.959233284,0.0856141,-0.443700612,-0.005750105,158.7520447,77.53333282,155.3994598,1.41677E+12
0.894234359,-8.407837868,-3.139995575,0.266124785,-0.387501031,0.045257144,152.773819,77.17021942,161.3420258,1.41677E+12
1.288080573,-8.537124634,-3.42011714,0.395628214,-0.34168613,0.070608057,146.3176727,76.57604218,167.7619934,1.41677E+12
1.593939781,-8.494029045,-3.760692358,0.45152235,-0.31175375,0.086795986,139.6396027,75.83200073,173.7879639,1.41677E+12
1.701678872,-8.546701431,-3.906140089,0.446024597,-0.235395581,0.110008866,134.3754272,74.65794373,179.0994568,1.41677E+12
