Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
-0.432751954,-8.406641006,-0.381875157,0.646082938,1.195250869,0.194613695,203.5443878,86.73601532,107.4722137,1.41677E+12
-0.307056367,-8.276156425,-0.273537546,0.670822978,1.243509173,0.194002837,203.0328674,86.80806732,107.9808731,1.41677E+12
0.476446152,-8.739435196,0.044292733,0.688843489,1.22823751,0.206525564,204.5488586,87.37766266,106.7962646,1.41677E+12
0.876876354,-9.07103157,0.436343253,0.685483754,1.156155467,0.21446681,206.6706085,88.17201233,104.656395,1.41677E+12
0.9295488,-9.428366661,0.511162043,0.684872866,1.041312695,0.192781106,221.836441,88.94315338,90.2721405,1.41677E+12
0.800860465,-9.573215485,0.228047714,0.702893436,0.990610957,0.132305443,256.8025208,89.44609833,55.30049515,1.41677E+12
0.800860465,-9.573215485,0.228047714,0.702893436,0.990610957,0.132305443,256.8025208,89.44609833,55.30049515,1.41677E+12
0.529717147,-9.572018623,-0.336385339,0.770699441,1.004966259,0.043729983,342.0713501,89.44397736,330.3435669,1.41677E+12
0.529717147,-9.572018623,-0.336385339,0.770699441,1.004966259,0.043729983,342.0713501,89.44397736,330.3435669,1.41677E+12
-0.462679476,-10.01374817,-1.639429569,0.797272086,0.920361459,0.046478875,350.3439026,89.19764709,322.8691406,1.41677E+12
-0.10115502,-10.0801878,-2.3433249,0.730993211,0.915474534,0.082214497,3.149935246,89.12754822,310.4993896,1.41677E+12
0.360327363,-10.08318043,-2.11946702,0.634171069,0.838505507,0.191864803,18.07858276,89.04673004,296.7533569,1.41677E+12
0.360327363,-10.08318043,-2.11946702,0.634171069,0.838505507,0.191864803,18.07858276,89.04673004,296.7533569,1.41677E+12
0.665588081,-9.800065994,-1.452083349,0.463128805,0.672961056,0.351911485,28.43763924,88.86702728,287.5350037,1.41677E+12
0.665588081,-9.800065994,-1.452083349,0.463128805,0.672961056,0.351911485,28.43763924,88.86702728,287.5350037,1.41677E+12
2.070385933,-10.15799904,-0.627879381,0.344315529,0.437167048,0.505544066,35.29391479,88.45363617,281.5661011,1.41677E+12
2.070385933,-10.15799904,-0.627879381,0.344315529,0.437167048,0.505544066,35.29391479,88.45363617,281.5661011,1.41677E+12
1.423352957,-9.987412453,-0.661996782,0.337290585,0.184268832,0.478971481,34.8770256,88.2881012,282.3796082,1.41677E+12
1.423352957,-9.987412453,-0.661996782,0.337290585,0.184268832,0.478971481,34.8770256,88.2881012,282.3796082,1.41677E+12
0.651821434,-9.706692696,-0.663193882,0.427393198,0.151282102,0.394061208,27.21899223,88.29544067,290.5469971,1.41677E+12
0.651821434,-9.706692696,-0.663193882,0.427393198,0.151282102,0.394061208,27.21899223,88.29544067,290.5469971,1.41677E+12
5.99E-04,-9.426570892,-0.552462041,0.512303472,0.063012086,0.37023747,10.44834995,88.30961609,307.7111206,1.41677E+12
5.99E-04,-9.426570892,-0.552462041,0.512303472,0.063012086,0.37023747,10.44834995,88.30961609,307.7111206,1.41677E+12
-0.202310041,-9.213486671,-0.330399841,0.547122777,0.040104635,0.384287357,357.9760437,88.2389679,320.2286377,1.41677E+12
-0.390254885,-9.308057785,0.116717331,0.56758678,0.037966609,0.469808489,338.5347595,88.00080872,340.3879395,1.41677E+12
-0.379480958,-9.61870575,0.234631762,0.584996402,0.050489344,0.523259163,327.3814087,87.67485046,351.6219788,1.41677E+12
-0.379480958,-9.61870575,0.234631762,0.584996402,0.050489344,0.523259163,327.3814087,87.67485046,351.6219788,1.41677E+12
-0.363918662,-9.538499832,0.511760592,0.643639505,0.06820444,0.599006534,314.7562866,86.82349396,4.861375809,1.41677E+12
0.090979666,-10.32200241,0.426167905,0.643639505,0.06820444,0.599006534,314.7562866,86.82349396,4.861375809,1.41677E+12
0.359130263,-10.10293293,0.272340447,0.730076909,0.175411284,0.622524798,310.693573,86.13963318,9.565047264,1.41677E+12
0.222660765,-10.49618053,0.012569559,0.72488457,0.213590354,0.639934421,307.7587585,85.64589691,12.57192326,1.41677E+12
0.176572382,-10.42734718,0.155623108,0.689454377,0.330571055,0.642988801,306.3570251,85.37864685,14.0477972,1.41677E+12
0.25917232,-10.72542477,0.183754981,0.643334031,0.397460818,0.660703897,304.2724915,84.97983551,16.1958847,1.41677E+12
0.703296721,-10.94629002,0.249595523,0.603322387,0.390741289,0.691552579,303.2714539,84.62330627,17.69558144,1.41677E+12
0.663193882,-11.2784853,-0.10295067,0.56086725,0.360808909,0.688498259,302.112915,84.38594818,18.94253731,1.41677E+12
