Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
-0.20290859,-10.81640434,-5.871779442,0.592937648,-0.276323557,0.451482534,131.2550812,69.19664001,179.0890961,1.41677E+12
-0.20290859,-10.81640434,-5.871779442,0.592937648,-0.276323557,0.451482534,131.2550812,69.19664001,179.0890961,1.41677E+12
-0.20290859,-10.81640434,-5.871779442,0.592937648,-0.276323557,0.451482534,131.2550812,69.19664001,179.0890961,1.41677E+12
1.086967587,-12.07575512,-5.653907299,0.405402064,-0.478519976,0.313732415,128.3585663,66.90028381,180.8167572,1.41677E+12
1.739387512,-11.81239223,-4.580706596,0.28445071,-0.568622589,0.209885329,125.769165,67.03177643,183.1941681,1.41677E+12
1.323395014,-10.56142235,-3.360262156,0.139064804,-0.5866431,0.082519926,124.1107559,67.48920441,184.8379517,1.41677E+12
0.887650251,-9.971850395,-3.754108191,0.074313089,-0.503565431,-0.04698351,123.1550217,67.5967865,185.8536377,1.41677E+12
0.711077929,-9.435548782,-4.599860191,0.109437838,-0.371618539,-0.136169821,121.777092,67.25286102,186.3735962,1.41677E+12
0.473453373,-9.047688484,-5.604825974,0.164721146,-0.210350096,-0.182901025,121.7427139,66.36516571,186.2975311,1.41677E+12
-0.52014029,-9.129689217,-6.419453144,0.196791574,-0.009070016,-0.219858378,122.8657303,65.26234436,184.9580383,1.41677E+12
-2.169745207,-10.62726307,-6.141127586,0.217255548,0.157085329,-0.260480911,125.625618,64.73588562,181.7391205,1.41677E+12
-3.015496969,-13.51047993,-5.250484467,0.220615312,0.21328494,-0.257121146,128.7979431,65.32570648,178.1059723,1.41677E+12
-2.746747971,-16.0848465,-3.12383461,0.130818114,0.13692677,-0.173738033,132.5719452,67.0586853,174.5072021,1.41677E+12
-2.805405855,-17.08442497,-1.419163108,-0.015178666,0.006812483,-0.030490145,136.381073,69.38298035,170.8441315,1.41677E+12
-3.11964488,-16.69836044,-1.620275974,-0.050608851,-0.09581288,0.124669626,140.8291931,71.08588409,166.6021423,1.41677E+12
-3.103483915,-14.64892292,-1.48560214,-0.00876458,-0.03197746,0.267917514,144.74823,72.25665283,162.3917847,1.41677E+12
-2.943072557,-12.05660152,-0.241814375,0.008034214,0.212063193,0.334807277,149.0998688,73.38385773,158.1029663,1.41677E+12
-1.8579005,-10.04726696,1.018134236,0.022389546,0.391352147,0.303653151,152.9145508,74.80326843,154.4572601,1.41677E+12
-0.002992752,-8.52216053,2.066794634,0.129596397,0.470153779,0.263030589,154.9490356,76.79169464,152.5924835,1.41677E+12
1.331176162,-7.523778915,2.343923569,0.358976305,0.550482571,0.23279278,155.4938049,79.11788177,152.5189667,1.41677E+12
1.59812963,-5.874173641,2.264914751,0.586523592,0.682734907,0.168346494,154.3061523,81.23166656,153.7613525,1.41677E+12
0.936132848,-6.124367714,2.882618904,0.666241527,0.823539317,0.053809263,156.4798737,83.53607178,151.6689911,1.41677E+12
0.374094009,-6.051943302,1.790264368,0.777113557,0.844919622,0.007078066,160.4328308,84.97235107,148.1299438,1.41677E+12
-0.397437483,-6.333860397,0.914585054,0.843086958,0.833007753,0.008605227,167.899353,85.72492218,140.6593475,1.41677E+12
-0.796670616,-6.646304131,0.670975029,0.800020993,0.855915189,0.084657952,177.4244385,85.91596222,131.4659882,1.41677E+12
-1.316810966,-6.903081894,0.317830265,0.686094642,0.780167878,0.217215717,187.8881836,85.62932587,121.0093689,1.41677E+12
-0.971447349,-9.580996513,2.023100376,0.56911391,0.488174289,0.357714713,207.8251343,85.87188721,101.399086,1.41677E+12
-0.972644448,-11.63043308,2.182314873,0.517801225,0.084086932,0.525702655,228.6935272,85.65512085,80.52854156,1.41677E+12
-1.031900883,-13.35006905,1.728613615,0.549566209,-0.302285314,0.720263243,240.3520813,85.28590393,69.18464661,1.41677E+12
-0.826598108,-13.76665974,-0.227449164,0.616455972,-0.421404064,0.816779971,238.3254395,85.26563263,71.25575256,1.41677E+12
-0.647033036,-13.10406399,-0.321421564,0.683345735,-0.360317528,0.761802077,233.966156,85.72932434,75.60742188,1.41677E+12
-0.220865101,-11.88541603,-0.605733037,0.716943324,-0.218291342,0.624357402,231.7943268,86.05662537,78.15068817,1.41677E+12
-0.222660765,-10.85531044,-1.235408068,0.750540912,0.008034214,0.467059612,220.4088898,86.52143097,89.55225372,1.41677E+12
-0.257376671,-9.9233675,-1.080982089,0.725800872,0.456103861,0.326866031,211.9263916,86.71175385,98.33281708,1.41677E+12
-0.44532153,-9.084798813,-0.567425787,0.662270904,0.943879783,0.237374276,207.3080292,86.74664307,102.9456482,1.41677E+12
