Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
1.016937137,-9.931148529,-1.013345838,-1.380462408,-0.327330798,-0.486501038,122.4698563,76.6127243,201.1794739,1.41677E+12
0.380079508,-9.490016937,-0.829590917,-1.275699019,-0.559154153,-0.589737296,122.8161697,75.99616241,201.2764435,1.41677E+12
-0.474650472,-8.986636162,-1.438915253,-1.175211668,-0.691406488,-0.707328856,122.7172546,75.17679596,201.432251,1.41677E+12
-0.96665895,-8.555081367,-1.762132406,-1.10343504,-0.804722011,-0.817589998,122.9783478,74.52893829,201.5661316,1.41677E+12
-0.96665895,-8.555081367,-1.762132406,-1.10343504,-0.804722011,-0.817589998,122.9783478,74.52893829,201.5661316,1.41677E+12
-1.130063176,-8.303091049,-1.900996208,-1.081443906,-0.915899456,-0.852103889,122.7344818,73.77127838,201.7186584,1.41677E+12
-1.256955862,-7.870938301,-1.947084546,-1.087552547,-1.025855184,-0.807816148,122.7458878,73.13430023,201.6230316,1.41677E+12
-1.316810966,-7.66084671,-1.800439715,-1.06678319,-1.133672953,-0.720767856,123.090538,72.44988251,201.3430328,1.41677E+12
-1.22642982,-7.527369976,-1.576581836,-1.015775919,-1.19934094,-0.621807694,123.4269409,71.83809662,200.9165192,1.41677E+12
-1.30005157,-8.033144951,-1.241393566,-0.975153387,-1.248210192,-0.529567063,123.9159012,71.35107422,200.3477631,1.41677E+12
-1.243189216,-8.299500465,-1.212663174,-0.947053611,-1.28028059,-0.450460017,123.7584229,70.8535614,199.6373749,1.41677E+12
-1.177947283,-8.261193275,-1.240196466,-0.889632285,-1.233243942,-0.387846291,123.748642,70.42790985,198.9376984,1.41677E+12
-1.203684926,-8.274959564,-1.326986313,-0.798307955,-1.147417426,-0.345391184,123.423584,70.09126282,198.3038025,1.41677E+12
-1.408987641,-8.481459618,-1.319803715,-0.674913168,-1.09824276,-0.326148927,123.2335205,69.78424835,197.6610718,1.41677E+12
-1.182137132,-8.344391823,-1.59753108,-0.511506677,-1.082054853,-0.305990368,122.7214203,69.56082153,197.1228943,1.41677E+12
-0.612915635,-8.232462883,-2.328361034,-0.193245888,-0.981262088,-0.233297408,122.0646744,69.35519409,196.3039856,1.41677E+12
-0.612915635,-8.232462883,-2.328361034,-0.193245888,-0.981262088,-0.233297408,122.0646744,69.35519409,196.3039856,1.41677E+12
-0.4818331,-8.175002098,-2.665344954,-0.051830582,-0.867030263,-0.211611688,122.5060959,69.33911133,196.0390472,1.41677E+12
-0.424970806,-8.001421928,-2.90237093,0.044991553,-0.740886569,-0.178624958,121.3598633,69.36728668,195.8491364,1.41677E+12
-0.402824432,-7.882909298,-2.903568029,0.114019334,-0.61138314,-0.134948105,121.5066376,69.43920135,195.7067566,1.41677E+12
-0.245405674,-7.732673168,-2.830544949,0.178771034,-0.480047107,-0.087300614,120.8120041,69.55215454,195.6273499,1.41677E+12
-0.151433259,-7.824251175,-2.847903013,0.221531615,-0.363066405,-0.032628179,121.0700455,69.68744659,195.5595856,1.41677E+12
-0.047285482,-7.859565735,-2.731185675,0.24963142,-0.234479278,0.018379077,120.2840958,69.86138153,195.5274353,1.41677E+12
-0.061650693,-7.826645374,-2.692878246,0.280785561,-0.123912685,0.075189546,120.3485336,70.05323792,195.4831696,1.41677E+12
-0.132878199,-7.887098789,-2.948459387,0.302776694,-0.050608851,0.104816511,120.0930328,70.2381134,195.4207764,1.41677E+12
-0.180163682,-8.112154007,-3.401561975,0.362946928,-0.018843859,0.168346494,120.2518768,70.4723587,195.2825775,1.41677E+12
-0.012569559,-8.511386871,-4.313154221,0.420368254,0.025443871,0.243177488,120.488472,70.66757202,195.0591888,1.41677E+12
0.636857629,-9.413402557,-4.527435303,0.441443086,0.0275819,0.330836654,120.3836136,70.90605164,194.784256,1.41677E+12
0.942118347,-9.730634689,-4.597465992,0.427393198,-0.003266796,0.410554558,120.7796936,71.13816833,194.3995056,1.41677E+12
1.398812294,-10.2178545,-4.784213543,0.383716345,-0.157815695,0.472251952,121.4825668,71.3996582,193.7013855,1.41677E+12
1.398812294,-10.2178545,-4.784213543,0.383716345,-0.157815695,0.472251952,121.4825668,71.3996582,193.7013855,1.41677E+12
1.878251195,-10.64821243,-4.997896194,0.367222965,-0.272963792,0.376346111,121.3603592,71.69178772,192.9060211,1.41677E+12
2.079364061,-10.80802536,-4.887762547,0.350729585,-0.294344068,0.281356573,121.5867233,71.87100983,192.6934357,1.41677E+12
2.11527729,-10.82358742,-4.544793606,0.314077675,-0.321222156,0.170484528,121.0609207,71.93119812,192.7915649,1.41677E+12
2.124255419,-10.66437244,-4.192247391,0.278342068,-0.370702237,0.056863584,120.7234573,72.04358673,193.0025635,1.41677E+12
