Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
0.621295333,-12.26310158,-2.168548107,-1.573801279,1.565129757,-0.5338431,228.4726715,79.63742828,95.10691071,1.41677E+12
1.434725404,-11.83274364,-2.370858192,-1.55211556,1.666838765,-0.466037035,220.8317108,81.17136383,102.4944839,1.41677E+12
2.3421278,-11.82256794,-2.15478158,-1.504773498,1.36384964,-0.387235463,207.9602509,82.80898285,115.38591,1.41677E+12
2.887407303,-12.02667332,-1.874659896,-1.473313928,0.773448348,-0.346002042,193.1404114,84.22083282,130.5551605,1.41677E+12
3.089118719,-11.52508831,-1.633444071,-1.444908738,0.44327572,-0.306601226,176.5181122,85.33582306,147.1038818,1.41677E+12
2.572569609,-11.42692661,-1.490390539,-1.486142159,-0.115360565,-0.343253136,155.5995026,85.44048309,167.9909363,1.41677E+12
1.689707875,-10.61170006,-1.034893632,-1.492556214,-0.401550919,-0.430301428,141.9349518,85.06005096,181.7035828,1.41677E+12
0.979827046,-9.527127266,-0.913387954,-1.429942489,-0.573509514,-0.528650761,137.0814667,85.42486572,186.5719299,1.41677E+12
0.08439561,-8.719083786,-0.790086567,-1.365496278,-0.778454781,-0.625472903,135.2832794,85.03343201,188.4249268,1.41677E+12
-0.63206923,-7.617152691,-1.201889277,-1.327011704,-0.971488237,-0.699998438,140.210144,84.91492462,183.4818268,1.41677E+12
-0.602740288,-7.252635479,-1.41138196,-1.320903063,-1.176738977,-0.72412765,142.6865387,84.23197174,181.0410461,1.41677E+12
-0.904409707,-7.251438618,-1.530493379,-1.327317119,-1.336785674,-0.683199644,148.5728302,84.00174713,174.3745422,1.41677E+12
-0.904409707,-7.251438618,-1.530493379,-1.327317119,-1.336785674,-0.683199644,148.5728302,84.00174713,174.3745422,1.41677E+12
-0.9648633,-7.098209381,-1.15220952,-1.354195237,-1.494999766,-0.532926798,154.7214813,83.05451202,166.8800812,1.41677E+12
-1.026513934,-7.231686115,-1.027112484,-1.354195237,-1.494999766,-0.532926798,158.0886078,82.67498779,163.4918823,1.41677E+12
-1.026513934,-7.231686115,-1.027112484,-1.336785555,-1.487363935,-0.443435073,157.1761932,82.67498779,163.4918823,1.41677E+12
-1.624465823,-8.317456245,-1.269525409,-1.155053139,-1.402453661,-0.394565821,164.4099731,81.9792099,154.0517273,1.41677E+12
-1.297058821,-8.095993042,-1.392826796,-1.016997695,-1.327622652,-0.399147332,165.8133698,81.58638763,151.6221619,1.41677E+12
-1.367687702,-8.270770073,-1.551442742,-1.016997695,-1.327622652,-0.399147332,165.8133698,81.58638763,151.6221619,1.41677E+12
-1.511339784,-8.46589756,-1.837549806,-0.646202505,-1.249126434,-0.369520366,167.534317,80.55726624,147.7792969,1.41677E+12
-1.511339784,-8.46589756,-1.837549806,-0.646202505,-1.249126434,-0.369520366,167.534317,80.55726624,147.7792969,1.41677E+12
-1.126471877,-8.117541313,-2.594716072,-0.225010872,-1.037767053,-0.330730408,165.1474762,79.08672333,148.7233734,1.41677E+12
-0.939724147,-7.761403561,-2.783858061,-0.044194765,-0.885356188,-0.284610093,163.1942596,78.29988861,150.6637878,1.41677E+12
-0.670975029,-7.441777229,-2.920926094,0.102718323,-0.748522401,-0.222301841,159.8538361,77.46217346,152.934906,1.41677E+12
-0.282515794,-7.303512096,-2.953247786,0.102718323,-0.748522401,-0.222301841,159.8538361,77.46217346,152.934906,1.41677E+12
0.096366622,-7.357381821,-2.853888512,0.325073302,-0.527389169,-0.047594368,153.1472931,76.21141815,159.2037659,1.41677E+12
0.096366622,-7.357381821,-2.853888512,0.325073302,-0.527389169,-0.047594368,153.1472931,76.21141815,159.2037659,1.41677E+12
0.59495914,-7.521384716,-2.756923199,0.458547294,-0.3994129,0.086795986,144.8559418,75.43830109,166.3199768,1.41677E+12
0.59495914,-7.521384716,-2.756923199,0.458547294,-0.3994129,0.086795986,144.8559418,75.43830109,166.3199768,1.41677E+12
0.628477931,-7.684788704,-3.020285368,0.566670477,-0.312670022,0.171706259,138.5873108,74.43504333,172.6252899,1.41677E+12
0.555454791,-8.063073158,-3.463811398,0.659216523,-0.294038653,0.246231809,136.6805115,73.99376678,174.5416718,1.41677E+12
0.618901134,-8.712499619,-3.916315317,0.736796439,-0.259830177,0.327782333,134.7644043,73.10267639,176.7638245,1.41677E+12
0.63147068,-9.416994095,-4.331709385,0.760314763,-0.233257562,0.402613312,133.1663361,72.3288269,178.3474426,1.41677E+12
0.390853435,-9.948506355,-4.718372822,0.723051965,-0.234479278,0.453009695,132.3304596,71.4669342,179.1404724,1.41677E+12
0.04369418,-10.34414864,-5.248090267,0.650664449,-0.24883461,0.465837866,132.0942688,70.39046478,179.2917786,1.41677E+12
