Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
-1.022922635,-9.208099365,-1.692102075,-1.163910747,-0.474854767,-0.673425794,112.8181763,76.97061157,215.7411346,1.41677E+12
-1.346738458,-8.668806076,-1.964442492,-1.086330891,-0.559459567,-0.701525629,113.282959,76.2875061,215.1796417,1.41677E+12
-1.52510643,-8.166622162,-1.811812162,-1.048762679,-0.60160929,-0.683810532,113.9727478,75.55098724,214.6370392,1.41677E+12
-1.678933978,-7.890690327,-1.701080322,-1.076251626,-0.636734068,-0.632192433,114.5283203,74.85321808,213.9822693,1.41677E+12
-0.841561913,-7.659649849,-1.021725535,-1.118401289,-0.703012943,-0.546060383,115.370636,74.11093903,213.2360229,1.41677E+12
-0.738611221,-7.897872925,-0.827196658,-1.134589195,-0.767764628,-0.431828618,115.971405,73.68344879,212.566925,1.41677E+12
-0.569819987,-7.979874134,-0.900818408,-1.095799327,-0.836486995,-0.328286946,117.3501205,73.0014801,211.4352112,1.41677E+12
-0.479438901,-8.122927666,-0.617704034,-1.023106337,-0.855423808,-0.233297408,118.195755,72.55348969,210.5127106,1.41677E+12
-0.510563493,-8.351573944,-0.642843127,-0.960187197,-0.814190388,-0.166102231,119.1399841,72.0885849,209.4836578,1.41677E+12
-0.511162043,-8.394071579,-0.896628559,-0.859394431,-0.841068447,-0.134642661,118.6027908,71.7421875,208.6133728,1.41677E+12
-0.552462041,-8.44255352,-1.033097982,-0.714313984,-0.874971509,-0.109291762,118.6232834,71.4096756,207.7031403,1.41677E+12
-0.4830302,-8.640673637,-1.321599364,-0.559459627,-0.886883378,-0.082413688,118.3391571,71.19852448,206.9578705,1.41677E+12
-0.280121595,-8.432378769,-1.389235497,-0.390249908,-0.896962643,-0.03873682,118.4648666,71.04618835,206.2301178,1.41677E+12
-0.310647666,-8.558073997,-1.660378933,-0.238755345,-0.843206525,0.010437831,119.0329971,71.00230408,205.6373138,1.41677E+12
-0.308852017,-8.530540466,-1.826775908,-0.117193162,-0.721033454,0.060223348,118.5719757,71.01795197,205.0659332,1.41677E+12
-0.263960749,-8.379107475,-1.8602947,-0.011818908,-0.559765041,0.109397992,118.9977417,71.09560394,204.6356659,1.41677E+12
-0.236427411,-8.310873032,-1.818994761,0.079810873,-0.418044299,0.148187935,119.0941544,71.23597717,204.2637634,1.41677E+12
-0.244807124,-8.312069893,-1.89620769,0.161361381,-0.330079705,0.183312684,118.873558,71.41233063,203.9615021,1.41677E+12
-0.18734628,-8.276755333,-2.091335297,0.227029398,-0.276323557,0.215077683,119.1970901,71.64455414,203.6562195,1.41677E+12
-0.20470424,-8.246828079,-2.355894566,0.257572651,-0.231730402,0.247453541,119.241951,71.85289001,203.3609009,1.41677E+12
-0.217273802,-8.232462883,-2.607884169,0.324767828,-0.201492548,0.2676121,119.5723114,72.12865448,203.0511627,1.41677E+12
-0.130484,-8.182184219,-2.858078241,0.408456385,-0.189580679,0.321979105,119.6262436,72.4144516,202.7296143,1.41677E+12
5.99E-04,-8.304288864,-3.112462282,0.485425413,-0.15598312,0.390395999,120.1916885,72.8026886,202.3220215,1.41677E+12
0.10235212,-8.547300339,-3.405751944,0.531851172,-0.119025759,0.454536855,120.65802,73.15700531,201.8773956,1.41677E+12
0.533308446,-9.023147583,-3.900753021,0.572168231,-0.083595581,0.505238652,120.8325882,73.54161072,201.3816376,1.41677E+12
0.841561913,-9.360730171,-4.286219597,0.604849517,-0.060382701,0.54250145,120.8412247,73.88238525,200.8969421,1.41677E+12
1.204882026,-9.958083153,-4.60464859,0.615845144,-0.060382701,0.558078527,121.4065323,74.26939392,200.3530731,1.41677E+12
1.586158633,-10.70986271,-4.592677593,0.607598424,-0.075959764,0.537614524,121.5032043,74.59962463,199.9238739,1.41677E+12
1.998559833,-11.56040287,-4.405331135,0.557812929,-0.119025759,0.478666037,121.349678,74.93685913,199.5926208,1.41677E+12
2.217629433,-12.21042824,-4.463989258,0.460379899,-0.195383906,0.392228603,121.4917984,75.10453796,199.461441,1.41677E+12
2.161964178,-12.33313179,-4.45680666,0.337595999,-0.257386744,0.290519536,121.6229248,75.24798584,199.339386,1.41677E+12
1.942296147,-12.1134634,-4.634575844,0.200151339,-0.269298613,0.167735636,121.3491669,75.28154755,199.3040009,1.41677E+12
1.739387512,-11.82017422,-4.990713596,0.068509877,-0.226232588,0.037315898,121.1337204,75.22044373,199.3916321,1.41677E+12
1.572990537,-11.46822643,-5.227739334,-0.025563374,-0.118109457,-0.075999603,120.8918228,75.07285309,199.6251373,1.41677E+12
1.67175138,-11.04864216,-5.50127697,-0.116887733,9.30E-05,-0.168240249,119.9157028,74.81758118,200.1812439,1.41677E+12
