Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Orient_x,Orient_y,Orient_z,Time
0.77991122,-11.26052952,-0.25977087,0.519939244,0.37058273,0.657954991,301.3442993,84.2381897,19.73816109,1.41677E+12
0.703895271,-11.57237434,-0.784699619,0.489090562,0.378523976,0.632298648,300.3950806,84.15699005,20.70897293,1.41677E+12
0.982221246,-11.2880621,-0.374094009,0.445719123,0.353783935,0.594119549,299.8277588,84.01512146,21.35803413,1.41677E+12
0.982221246,-11.2880621,-0.374094009,0.445719123,0.353783935,0.594119549,299.8277588,84.01512146,21.35803413,1.41677E+12
1.674744129,-11.1414175,-0.977432847,0.383410871,0.329960197,0.560827374,300.802002,84.11460114,20.84321022,1.41677E+12
1.674744129,-11.1414175,-0.977432847,0.352256775,0.287810504,0.516845107,300.802002,84.11460114,20.84321022,1.41677E+12
1.851915002,-10.88703346,-0.984016895,0.297889769,0.275287747,0.485080123,301.435791,84.22653961,20.23737907,1.41677E+12
1.867477298,-10.81161594,-1.101332784,0.247187957,0.276509494,0.437432647,302.0787659,84.36681366,19.56632423,1.41677E+12
1.438915253,-10.70986271,-0.905606806,0.193737254,0.235886961,0.401086152,303.6361084,84.6941452,18.44633484,1.41677E+12
1.438915253,-10.70986271,-0.905606806,0.129290953,0.151282102,0.345802844,303.6766357,84.6941452,18.44633484,1.41677E+12
1.565209389,-10.79844856,-0.116118781,0.059957758,0.118295386,0.296628177,304.6496277,84.81117249,17.44365311,1.41677E+12
1.542464495,-11.28626728,0.374094009,-0.033199191,0.118600816,0.238901436,305.9367065,84.94247437,16.12118912,1.41677E+12
1.102529883,-12.33911705,-0.29568392,-0.153845072,0.122266009,0.157961786,307.0938721,85.21906281,14.91069698,1.41677E+12
0.499789596,-13.3554554,-0.087388359,-0.214015305,0.144257158,0.005550906,309.0815735,85.51345062,13.42062664,1.41677E+12
0.804451764,-13.08730507,1.222838521,-0.525862038,0.105772652,-0.320956558,315.9689941,86.0770874,6.373383522,1.41677E+12
0.899621308,-12.59110641,1.594538331,-0.525862038,0.105772652,-0.320956558,322.7574768,86.48168945,359.4589539,1.41677E+12
0.037110128,-12.21042824,1.006163239,-0.74699527,0.056292564,-0.459317565,322.7574768,86.48168945,359.4589539,1.41677E+12
-1.439513803,-11.67712021,0.627879381,-0.965990424,-0.248529196,-0.780021787,340.1434021,87.29911041,342.2855835,1.41677E+12
-3.025672436,-10.93850899,0.314837515,-1.120233893,-0.340158969,-0.890588403,350.2837219,87.71663666,332.0318298,1.41677E+12
-4.468777657,-10.18433571,0.181360781,-1.120233893,-0.340158969,-0.890588403,7.30403614,88.18231964,314.8764954,1.41677E+12
-4.468777657,-10.18433571,0.181360781,-1.302882552,-0.402467221,-0.921742558,7.30403614,88.18231964,314.8764954,1.41677E+12
-5.675455093,-9.526528358,0.25917232,-1.477895498,-0.497762203,-0.888450384,30.47131157,88.56414032,291.59552,1.41677E+12
-5.749076843,-9.55106926,-0.074220255,-1.65779531,-0.660863221,-0.814841092,67.61991119,88.59486389,254.3095703,1.41677E+12
-5.27682066,-10.2920742,-0.164601371,-1.859380841,-0.754325628,-0.723516762,98.22206879,88.06214905,223.5497742,1.41677E+12
-5.471349239,-10.36689377,1.500565886,-2.057606697,-0.627571046,-0.670676947,113.8904343,87.41714478,207.7833862,1.41677E+12
-5.196614742,-9.881468773,1.307234168,-2.115944147,-0.403078079,-0.615088165,123.0533829,86.50016022,198.9173584,1.41677E+12
-4.435258865,-9.844358444,0.843357563,-2.001407146,-0.073821731,-0.550641894,127.3948975,85.6322403,194.5596771,1.41677E+12
-2.373851061,-10.47582912,0.63087213,-1.870987296,0.384327203,-0.530177891,129.0724487,84.7268219,192.8093414,1.41677E+12
-0.901416957,-10.93731213,-0.381276608,-1.613202095,1.146381617,-0.519182324,128.0132446,83.11131287,193.7793274,1.41677E+12
1.475426793,-11.09293461,-2.251148224,-1.549366713,1.364460468,-0.487111926,126.5872269,82.30850983,195.6344452,1.41677E+12
2.215833664,-11.85548782,-1.987187386,-1.539287448,1.380953908,-0.424192786,125.0112839,81.3611145,197.6425629,1.41677E+12
3.017292738,-12.26010799,-1.607107878,-1.540203691,1.096901536,-0.355165005,123.1020279,80.18079376,199.5134583,1.41677E+12
2.970007181,-12.33492756,-2.011129379,-1.534095049,0.577666044,-0.33531189,122.6400375,79.40380859,200.5637054,1.41677E+12
1.990180135,-11.37964058,-1.454477549,-1.4922508,0.318353742,-0.34508574,122.2916031,78.22571564,200.9467163,1.41677E+12
1.290474772,-10.6057148,-1.238400817,-1.438494682,-0.057022937,-0.405866861,122.4778595,77.49410248,201.0750275,1.41677E+12
